"B_G","dIepr_over_dB","B_mT"
3469.12,-9.10099939857538e-06,346.912
3469.17,-9.03932428779959e-06,346.917
3469.22,-8.49782733116928e-06,346.922
3469.27,-6.48613579756334e-06,346.927
3469.32,-4.83951661838265e-06,346.932
3469.37,-2.35940972231545e-06,346.937
3469.42,-7.73206043534372e-07,346.942
3469.47,5.40175152336293e-07,346.947
3469.52,2.24638865544902e-06,346.952
3469.57,2.74204935888314e-06,346.957
3469.62,2.61635205983459e-06,346.962
3469.67,1.78083721977148e-06,346.967
3469.72,1.05578038592756e-06,346.972
3469.77,5.21396408537925e-08,346.977
3469.82,-7.66278920626269e-07,346.982
3469.87,-1.83052299330468e-06,346.987
3469.92,-2.08284165527808e-06,346.992
3469.97,-1.56856990263544e-06,346.997
3470.02,-4.88330316421398e-07,347.002
3470.07,1.05948111631839e-06,347.007
3470.12,2.79374099988634e-06,347.012
3470.17,4.78708997741973e-06,347.017
3470.22,8.49869881513979e-06,347.022
3470.27,1.33052914627238e-05,347.027
3470.32,1.92480872101505e-05,347.032
3470.37,2.67923863401432e-05,347.037
3470.42,3.44328194374711e-05,347.042
3470.47,4.14020801058221e-05,347.047
3470.52,4.52571716754061e-05,347.052
3470.57,4.57215395038426e-05,347.057
3470.62,4.38484418895831e-05,347.062
3470.67,3.81151916101265e-05,347.067
3470.72,2.82696758482369e-05,347.072
3470.77,1.58205127860906e-05,347.077
3470.82,1.99438099802479e-06,347.082
3470.87,-1.06311736640453e-05,347.087
3470.92,-2.19408429073511e-05,347.092
3470.97,-3.06416963575326e-05,347.097
3471.02,-3.76568783019062e-05,347.102
3471.07,-4.19047395303339e-05,347.107
3471.12,-4.13611304277006e-05,347.112
3471.17,-3.88113808870476e-05,347.117
3471.22,-3.47341582337448e-05,347.122
3471.27,-3.04489496101032e-05,347.127
3471.32,-2.61651505754255e-05,347.132
3471.37,-1.94607941847967e-05,347.137
3471.42,-1.41224570343859e-05,347.142
3471.47,-1.10581448735263e-05,347.147
3471.52,-7.51961733910773e-06,347.152
3471.57,-5.3885627070194e-06,347.157
3471.62,-3.54052892700298e-06,347.162
3471.67,-1.65795126760084e-06,347.167
3471.72,-8.0740759417173e-07,347.172
3471.77,7.62928402473672e-08,347.177
3471.82,9.11762905234453e-07,347.182
3471.87,1.47801052403595e-06,347.187
3471.92,2.44253631593408e-06,347.192
3471.97,3.42949247189996e-06,347.197
3472.02,5.17379840371881e-06,347.202
3472.07,7.11293637965646e-06,347.207
3472.12,9.99002324255581e-06,347.212
3472.17,1.410552630472e-05,347.217
3472.22,1.97452559500316e-05,347.222
3472.27,2.74966214613723e-05,347.227
3472.32,3.75109008213205e-05,347.232
3472.37,4.92266010469442e-05,347.237
3472.42,5.99858101377638e-05,347.242
3472.47,6.65558684992218e-05,347.247
3472.52,6.8920563620791e-05,347.252
3472.57,6.74026287267966e-05,347.257
3472.62,6.03231180644867e-05,347.262
3472.67,4.74344362136382e-05,347.267
3472.72,2.79803789691117e-05,347.272
3472.77,6.44037673614374e-06,347.277
3472.82,-1.31823708301897e-05,347.282
3472.87,-2.98322432512013e-05,347.287
3472.92,-4.43802686184328e-05,347.292
3472.97,-5.59559071622334e-05,347.297
3473.02,-6.26881756517895e-05,347.302
3473.07,-6.39217763147885e-05,347.307
3473.12,-6.05200130308669e-05,347.312
3473.17,-5.47175631204988e-05,347.317
3473.22,-4.86673835433397e-05,347.322
3473.27,-4.08015191341633e-05,347.327
3473.32,-3.24139591371347e-05,347.332
3473.37,-2.47815293727016e-05,347.337
3473.42,-1.86984325370722e-05,347.342
3473.47,-1.29701046317751e-05,347.347
3473.52,-8.80948968852111e-06,347.352
3473.57,-5.62536917806196e-06,347.357
3473.62,-4.49290764194113e-06,347.362
3473.67,-3.03316639772604e-06,347.367
3473.72,-1.07031831035927e-06,347.372
3473.77,-3.31977813573134e-07,347.377
3473.82,5.75940675490694e-07,347.382
3473.87,1.03760116317939e-06,347.387
3473.92,1.57483138631061e-06,347.392
3473.97,2.97063770252214e-06,347.397
3474.02,4.5469161549635e-06,347.402
3474.07,6.54938718679157e-06,347.407
3474.12,9.05219517750529e-06,347.412
3474.17,1.18326379361112e-05,347.417
3474.22,1.71214090161785e-05,347.422
3474.27,2.35862874290619e-05,347.427
3474.32,3.01818929124077e-05,347.432
3474.37,3.68371732326663e-05,347.437
3474.42,4.16521948866377e-05,347.442
3474.47,4.49230946160861e-05,347.447
3474.52,4.53281075619302e-05,347.452
3474.57,4.22422175027096e-05,347.457
3474.62,3.45659316219581e-05,347.462
3474.67,2.28169360100309e-05,347.467
3474.72,9.30957940997738e-06,347.472
3474.77,-4.19346395971887e-06,347.477
3474.82,-1.62846009341771e-05,347.482
3474.87,-2.7239485585051e-05,347.487
3474.92,-3.51339131890093e-05,347.492
3474.97,-4.01534438272086e-05,347.497
3475.02,-4.16550453887646e-05,347.502
3475.07,-3.93041150152996e-05,347.507
3475.12,-3.39384161768904e-05,347.512
3475.17,-2.82631089536196e-05,347.517
3475.22,-2.08676646556531e-05,347.522
3475.27,-1.34167765251081e-05,347.527
3475.32,-4.59707850381305e-06,347.532
3475.37,3.40070329539525e-06,347.537
3475.42,9.44696678829406e-06,347.542
3475.47,1.42051976691216e-05,347.547
3475.52,1.85050123193601e-05,347.552
3475.57,2.11430893894198e-05,347.557
3475.62,2.08606390852618e-05,347.562
3475.67,1.78939555035276e-05,347.567
3475.72,1.31769897802563e-05,347.572
3475.77,8.07370550509376e-06,347.577
3475.82,2.5347659455836e-06,347.582
3475.87,-3.2263740583722e-06,347.587
3475.92,-8.95458337920091e-06,347.592
3475.97,-1.41509150693563e-05,347.597
3476.02,-1.77547351001972e-05,347.602
3476.07,-1.91017696382592e-05,347.607
3476.12,-1.87327638593919e-05,347.612
3476.17,-1.67013291305208e-05,347.617
3476.22,-1.44996093424872e-05,347.622
3476.27,-1.08231708681368e-05,347.627
3476.32,-5.64051666581644e-06,347.632
3476.37,-1.17463901097868e-06,347.637
3476.42,2.89707282070834e-06,347.642
3476.47,5.76836079123137e-06,347.647
3476.52,7.10148067252161e-06,347.652
3476.57,7.68255351739433e-06,347.657
3476.62,5.68393312462467e-06,347.662
3476.67,3.24101252788973e-06,347.667
3476.72,2.82130856758241e-07,347.672
3476.77,-1.94264348944419e-06,347.677
3476.82,-3.16447296587363e-06,347.682
3476.87,-4.98359451003135e-06,347.687
3476.92,-5.36987782219848e-06,347.692
3476.97,-3.77135918832735e-06,347.697
3477.02,-1.76338404721183e-06,347.702
3477.07,2.66377913486142e-06,347.707
3477.12,8.67874583723767e-06,347.712
3477.17,1.72066108379939e-05,347.717
3477.22,2.86054667887416e-05,347.722
3477.27,4.28276891601266e-05,347.727
3477.32,5.70607743163046e-05,347.732
3477.37,7.06831405105129e-05,347.737
3477.42,8.1578014708054e-05,347.742
3477.47,8.939648112896e-05,347.747
3477.52,9.36837974237189e-05,347.752
3477.57,9.11256127237107e-05,347.757
3477.62,7.95264497063133e-05,347.762
3477.67,6.12113873308829e-05,347.767
3477.72,3.9849500647516e-05,347.772
3477.77,1.69987412146808e-05,347.777
3477.82,-7.95767284021884e-06,347.782
3477.87,-3.3575592452479e-05,347.787
3477.92,-5.68939416313822e-05,347.792
3477.97,-7.43169982109408e-05,347.797
3478.02,-8.5226621631418e-05,347.802
3478.07,-8.86874086563977e-05,347.807
3478.12,-8.83460464833217e-05,347.812
3478.17,-8.41341767597712e-05,347.817
3478.22,-7.47740451265364e-05,347.822
3478.27,-6.09375959303601e-05,347.827
3478.32,-4.7126152394914e-05,347.832
3478.37,-3.53885655038229e-05,347.837
3478.42,-2.63512565926252e-05,347.842
3478.47,-1.89833552155239e-05,347.847
3478.52,-1.32426967629573e-05,347.852
3478.57,-8.23568629530486e-06,347.857
3478.62,-4.29762810926239e-06,347.862
3478.67,-1.78640733362152e-06,347.867
3478.72,2.706080263394e-07,347.872
3478.77,1.02334417765922e-06,347.877
3478.82,3.11844988620366e-06,347.882
3478.87,5.24950004340639e-06,347.887
3478.92,7.47900663357041e-06,347.892
3478.97,1.15297441170916e-05,347.897
3479.02,1.70760314387563e-05,347.902
3479.07,2.42688931907456e-05,347.907
3479.12,3.33510852045068e-05,347.912
3479.17,4.78747828561763e-05,347.917
3479.22,6.54062301147271e-05,347.922
3479.27,8.36304478376011e-05,347.927
3479.32,0.000103322244566818,347.932
3479.37,0.0001208953530103,347.937
3479.42,0.000131697708948071,347.942
3479.47,0.00013873183532063,347.947
3479.52,0.000138271485939462,347.952
3479.57,0.000124811754987484,347.957
3479.62,9.92251914579804e-05,347.962
3479.67,6.63882706088619e-05,347.967
3479.72,3.26033295833792e-05,347.972
3479.77,-3.4002256013575e-06,347.977
3479.82,-4.26084779392615e-05,347.982
3479.87,-7.83718218243751e-05,347.987
3479.92,-0.000107210383166554,347.992
3479.97,-0.000126184220300408,347.997
3480.02,-0.000133392562919129,348.002
3480.07,-0.000133875304627837,348.007
3480.12,-0.000128836010657388,348.012
3480.17,-0.000117381628088678,348.017
3480.22,-9.8138384942189e-05,348.022
3480.27,-7.527000117242e-05,348.027
3480.32,-5.75897594927986e-05,348.032
3480.37,-4.35981436384579e-05,348.037
3480.42,-3.1542524390364e-05,348.042
3480.47,-2.25144471681582e-05,348.047
3480.52,-1.64917210141523e-05,348.052
3480.57,-1.13893960425902e-05,348.057
3480.62,-7.06211174773817e-06,348.062
3480.67,-4.73394511731808e-06,348.067
3480.72,-2.53094327456019e-06,348.072
3480.77,-1.43298534385468e-06,348.077
3480.82,6.91095109106661e-07,348.082
3480.87,2.88409788991244e-06,348.087
3480.92,5.17441370048875e-06,348.092
3480.97,9.37620821911188e-06,348.097
3481.02,1.42608943327364e-05,348.102
3481.07,2.03567871037377e-05,348.107
3481.12,2.87383194298638e-05,348.112
3481.17,3.98370783650916e-05,348.117
3481.22,5.1983363270318e-05,348.122
3481.27,6.50212870307971e-05,348.127
3481.32,7.62261768277894e-05,348.132
3481.37,8.47327732566517e-05,348.137
3481.42,9.03172156903809e-05,348.142
3481.47,9.27631881590947e-05,348.147
3481.52,8.61862608482414e-05,348.152
3481.57,7.1856732957622e-05,348.157
3481.62,5.09386117293911e-05,348.162
3481.67,2.74203268993428e-05,348.167
3481.72,3.75269332177023e-06,348.172
3481.77,-2.11912078342717e-05,348.177
3481.82,-4.56741236160298e-05,348.182
3481.87,-6.54228319403015e-05,348.187
3481.92,-7.9843074711795e-05,348.192
3481.97,-8.58593794049655e-05,348.197
3482.02,-8.63704381897477e-05,348.202
3482.07,-8.19783827226457e-05,348.207
3482.12,-7.21820213416244e-05,348.212
3482.17,-5.84239989904658e-05,348.217
3482.22,-3.99442205510016e-05,348.222
3482.27,-2.18138053800655e-05,348.227
3482.32,-6.59789606541209e-06,348.232
3482.37,5.63963399463193e-06,348.237
3482.42,1.66343289058815e-05,348.242
3482.47,2.51246300388331e-05,348.247
3482.52,2.92517364793569e-05,348.252
3482.57,3.01484923662927e-05,348.257
3482.62,2.86974637243399e-05,348.262
3482.67,2.52490139589581e-05,348.267
3482.72,1.95530797505162e-05,348.272
3482.77,1.05618285993519e-05,348.277
3482.82,-8.66238915149009e-07,348.282
3482.87,-1.12509386072545e-05,348.287
3482.92,-1.99626749792142e-05,348.292
3482.97,-2.71241923950214e-05,348.297
3483.02,-3.09574286233373e-05,348.302
3483.07,-3.31032749897749e-05,348.307
3483.12,-3.03526344099013e-05,348.312
3483.17,-2.44252949173354e-05,348.317
3483.22,-1.62763291081464e-05,348.322
3483.27,-7.35316501946128e-06,348.327
3483.32,2.7518359686494e-07,348.332
3483.37,6.70256252086416e-06,348.337
3483.42,1.11299242759859e-05,348.342
3483.47,1.29992629863418e-05,348.347
3483.52,1.32335456219062e-05,348.352
3483.57,1.11095456469655e-05,348.357
3483.62,8.21116951582633e-06,348.362
3483.67,4.79106591327493e-06,348.367
3483.72,-8.12623073338005e-07,348.372
3483.77,-5.79129793609327e-06,348.377
3483.82,-9.46485738092106e-06,348.382
3483.87,-1.13301798814513e-05,348.387
3483.92,-1.04882368682245e-05,348.392
3483.97,-6.33996813433965e-06,348.397
3484.02,-3.29324070942431e-08,348.402
3484.07,1.04087315757773e-05,348.407
3484.12,2.44016250099566e-05,348.412
3484.17,4.36023321313791e-05,348.417
3484.22,6.53182046400984e-05,348.422
3484.27,8.73995723799321e-05,348.427
3484.32,0.000106902528936848,348.432
3484.37,0.000124989032055396,348.437
3484.42,0.000140647847087789,348.442
3484.47,0.000149609163491735,348.447
3484.52,0.000146535785212651,348.452
3484.57,0.000133435978259216,348.457
3484.62,0.000113963764166369,348.462
3484.67,8.79104790186039e-05,348.467
3484.72,5.35173809031572e-05,348.472
3484.77,1.08532130126093e-05,348.477
3484.82,-3.61184014455671e-05,348.482
3484.87,-7.84564419110626e-05,348.487
3484.92,-0.000112575797849728,348.492
3484.97,-0.00013838059260015,348.497
3485.02,-0.000153985574758781,348.502
3485.07,-0.000159544402947339,348.507
3485.12,-0.000151638013974173,348.512
3485.17,-0.000132229128462331,348.517
3485.22,-0.00010886132956011,348.522
3485.27,-8.77871332719379e-05,348.527
3485.32,-6.95882031275871e-05,348.532
3485.37,-5.31857918802306e-05,348.537
3485.42,-3.89621755819813e-05,348.542
3485.47,-2.75419341529534e-05,348.547
3485.52,-1.88950590103164e-05,348.552
3485.57,-1.20082234972663e-05,348.557
3485.62,-6.42677196519971e-06,348.562
3485.67,-1.77593610131857e-06,348.567
3485.72,1.29458048842481e-06,348.572
3485.77,4.09844312017663e-06,348.577
3485.82,8.74575948653373e-06,348.582
3485.87,1.37334597041027e-05,348.587
3485.92,1.9275012596803e-05,348.592
3485.97,2.85081201274089e-05,348.597
3486.02,4.12746711630317e-05,348.602
3486.07,5.85003494885653e-05,348.607
3486.12,7.97120321618978e-05,348.612
3486.17,0.000105009428583958,348.617
3486.22,0.00013303572659165,348.622
3486.27,0.000160820336028109,348.627
3486.32,0.000185993894466088,348.632
3486.37,0.000209309104512743,348.637
3486.42,0.0002239151848083,348.642
3486.47,0.000223777608925428,348.647
3486.52,0.000206331551433888,348.652
3486.57,0.000176401243302215,348.657
3486.62,0.000139138432375976,348.662
3486.67,9.27131499883206e-05,348.667
3486.72,3.14000485077599e-05,348.672
3486.77,-3.82441264889063e-05,348.677
3486.82,-0.000103085004031872,348.682
3486.87,-0.000159023025076364,348.687
3486.92,-0.00020036132016285,348.692
3486.97,-0.000227383328545206,348.697
3487.02,-0.000239786046769714,348.702
3487.07,-0.000235191162637927,348.707
3487.12,-0.000210306019526611,348.712
3487.17,-0.000174092094935593,348.717
3487.22,-0.000139245283694322,348.722
3487.27,-0.00011091669821461,348.727
3487.32,-8.63287412057311e-05,348.732
3487.37,-6.50104354332182e-05,348.737
3487.42,-4.6508273615985e-05,348.742
3487.47,-3.27084983447398e-05,348.747
3487.52,-2.26551644207216e-05,348.752
3487.57,-1.62735569165174e-05,348.757
3487.62,-1.01509602657008e-05,348.762
3487.67,-5.65360346875232e-06,348.767
3487.72,-2.1611476783846e-06,348.772
3487.77,1.9753560218983e-06,348.777
3487.82,4.99929576487877e-06,348.782
3487.87,9.23574603502762e-06,348.787
3487.92,1.51812015425826e-05,348.792
3487.97,2.22349323889535e-05,348.797
3488.02,3.33576118251537e-05,348.802
3488.07,4.66084886789869e-05,348.807
3488.12,6.37078141347317e-05,348.812
3488.17,8.36561426307137e-05,348.817
3488.22,0.00010203431879264,348.822
3488.27,0.000118784343628255,348.827
3488.32,0.000135079138351828,348.832
3488.37,0.000147564677759013,348.837
3488.42,0.000149682766410077,348.842
3488.47,0.000140563128553619,348.847
3488.52,0.000122130877874107,348.852
3488.57,9.86258073812343e-05,348.857
3488.62,6.94334615835546e-05,348.862
3488.67,3.10882496663973e-05,348.867
3488.72,-1.36497390694207e-05,348.872
3488.77,-5.90128312869682e-05,348.877
3488.82,-9.7045259887931e-05,348.882
3488.87,-0.000126257742670809,348.887
3488.92,-0.000145263888478691,348.892
3488.97,-0.00015456333618831,348.897
3489.02,-0.000152335344346922,348.902
3489.07,-0.000136536161103041,348.907
3489.12,-0.000110029749039466,348.912
3489.17,-8.15681878592774e-05,348.917
3489.22,-5.49514743405585e-05,348.922
3489.27,-3.22052012490301e-05,348.927
3489.32,-1.08936122798021e-05,348.932
3489.37,7.86839775378643e-06,348.937
3489.42,2.22011291031345e-05,348.942
3489.47,3.21032812546147e-05,348.947
3489.52,3.67102699519487e-05,348.952
3489.57,3.89752601474743e-05,348.957
3489.62,3.77126577509046e-05,348.962
3489.67,3.14687872254546e-05,348.967
3489.72,1.93915140059444e-05,348.972
3489.77,5.78437864423496e-06,348.977
3489.82,-9.00450296550669e-06,348.982
3489.87,-2.21864984646668e-05,348.987
3489.92,-3.28046434992889e-05,348.992
3489.97,-4.08699267103237e-05,348.997
3490.02,-4.3444458167427e-05,349.002
3490.07,-3.97816390073988e-05,349.007
3490.12,-3.09384931449228e-05,349.012
3490.17,-1.91947465738038e-05,349.017
3490.22,-8.44242824744686e-06,349.022
3490.27,1.22176514994894e-06,349.027
3490.32,1.13311285571984e-05,349.032
3490.37,1.95888721229842e-05,349.037
3490.42,2.35212830034e-05,349.042
3490.47,2.23754639337645e-05,349.047
3490.52,2.03703997057315e-05,349.052
3490.57,1.56925377702719e-05,349.057
3490.62,9.15257581127439e-06,349.062
3490.67,1.5997520242145e-06,349.067
3490.72,-7.65460897554654e-06,349.072
3490.77,-1.54959381463413e-05,349.077
3490.82,-2.00363204089687e-05,349.082
3490.87,-2.1206133815189e-05,349.087
3490.92,-1.87663792000158e-05,349.092
3490.97,-1.17538821870019e-05,349.097
3491.02,2.03867341568913e-06,349.102
3491.07,2.22551901960626e-05,349.107
3491.12,4.65908352552967e-05,349.112
3491.17,7.28766130843865e-05,349.117
3491.22,9.95648173754438e-05,349.122
3491.27,0.000127194515222218,349.127
3491.32,0.000155961165152813,349.132
3491.37,0.000179099635117828,349.137
3491.42,0.000192551624517719,349.142
3491.47,0.000195138645380531,349.147
3491.52,0.000189133098312342,349.152
3491.57,0.000176957525280866,349.157
3491.62,0.000148634962997171,349.162
3491.67,0.000100180722729823,349.167
3491.72,3.89128936668734e-05,349.172
3491.77,-2.56223514270858e-05,349.177
3491.82,-8.79131460504212e-05,349.182
3491.87,-0.000141556606855346,349.187
3491.92,-0.000186139686238921,349.192
3491.97,-0.000214980574521612,349.197
3492.02,-0.000221872345833479,349.202
3492.07,-0.000207236033210811,349.207
3492.12,-0.000181170701671012,349.212
3492.17,-0.00015482270055766,349.217
3492.22,-0.000130143214238728,349.222
3492.27,-0.000105418477876613,349.227
3492.32,-8.14474554458015e-05,349.232
3492.37,-6.16380810974567e-05,349.237
3492.42,-4.52366856491314e-05,349.242
3492.47,-3.17962235545448e-05,349.247
3492.52,-2.18317317717773e-05,349.252
3492.57,-1.33611447473345e-05,349.257
3492.62,-6.53199666263032e-06,349.262
3492.67,6.74468671661534e-07,349.267
3492.72,6.02661315150978e-06,349.272
3492.77,1.08284579454726e-05,349.277
3492.82,1.70720622152295e-05,349.282
3492.87,2.6226427421383e-05,349.287
3492.92,3.77716143686787e-05,349.292
3492.97,5.32268131565217e-05,349.297
3493.02,7.5202707842774e-05,349.302
3493.07,0.000100654845808867,349.307
3493.12,0.000131294629152806,349.312
3493.17,0.000163175593615949,349.317
3493.22,0.000199773427592324,349.322
3493.27,0.00023671035049989,349.327
3493.32,0.000269513338291507,349.332
3493.37,0.000291409562114545,349.337
3493.42,0.000295892359311834,349.342
3493.47,0.000287988440475519,349.347
3493.52,0.000270323954868094,349.352
3493.57,0.000233147876174546,349.357
3493.62,0.000168093474990312,349.362
3493.67,8.07191141158476e-05,349.367
3493.72,-1.58704883084664e-05,349.372
3493.77,-0.000110161632867856,349.377
3493.82,-0.00019484434110442,349.382
3493.87,-0.000265494425635009,349.387
3493.92,-0.000309252864150528,349.392
3493.97,-0.00032013718209294,349.397
3494.02,-0.00031335100018168,349.402
3494.07,-0.000283462970769152,349.407
3494.12,-0.00024418552159714,349.412
3494.17,-0.000204772375994208,349.417
3494.22,-0.000167784117199044,349.422
3494.27,-0.000131901897977978,349.427
3494.32,-0.000100508678145643,349.432
3494.37,-7.49430615556313e-05,349.437
3494.42,-5.49574527877195e-05,349.442
3494.47,-4.00920439218971e-05,349.447
3494.52,-2.81372237093759e-05,349.452
3494.57,-1.84834970693974e-05,349.457
3494.62,-1.13156879644372e-05,349.462
3494.67,-5.4441743478078e-06,349.467
3494.72,-1.15023529228163e-06,349.472
3494.77,5.28384926526853e-06,349.477
3494.82,1.17585159310402e-05,349.482
3494.87,1.96655582375037e-05,349.487
3494.92,3.00127019627743e-05,349.492
3494.97,4.38129560467787e-05,349.497
3495.02,6.04088971465445e-05,349.502
3495.07,8.0353587560534e-05,349.507
3495.12,0.000101894881357358,349.512
3495.17,0.000124851536720464,349.517
3495.22,0.000148955633299235,349.522
3495.27,0.000172594511821305,349.527
3495.32,0.000189984901735987,349.532
3495.37,0.00019698322902375,349.537
3495.42,0.000191799074056672,349.542
3495.47,0.000181087128707555,349.547
3495.52,0.000161331869150765,349.552
3495.57,0.000124290860404154,349.557
3495.62,6.97636410175174e-05,349.562
3495.67,5.75635243572498e-06,349.567
3495.72,-5.79577517100775e-05,349.572
3495.77,-0.000116509150693563,349.577
3495.82,-0.000165468417599904,349.582
3495.87,-0.000201628643563727,349.587
3495.92,-0.000220177330766539,349.592
3495.97,-0.000215485645909462,349.597
3496.02,-0.000189991972055234,349.602
3496.07,-0.000158467154787188,349.607
3496.12,-0.000127641046156655,349.612
3496.17,-9.66202889523129e-05,349.617
3496.22,-6.52757379757587e-05,349.622
3496.27,-3.57894526051442e-05,349.627
3496.32,-1.05109245382142e-05,349.632
3496.37,8.70961807298897e-06,349.637
3496.42,2.33672887652627e-05,349.642
3496.47,3.49713204581925e-05,349.647
3496.52,4.17538463879171e-05,349.652
3496.57,4.27405273384186e-05,349.657
3496.62,3.60145684375579e-05,349.662
3496.67,2.54738702480071e-05,349.667
3496.72,1.0866402737914e-05,349.672
3496.77,-5.61623369911048e-06,349.677
3496.82,-2.17183583076699e-05,349.682
3496.87,-3.55100138989947e-05,349.687
3496.92,-4.47859348975744e-05,349.692
3496.97,-4.63656724365842e-05,349.697
3497.02,-4.12009205734655e-05,349.702
3497.07,-3.1526175395826e-05,349.707
3497.12,-2.12892436279867e-05,349.712
3497.17,-9.42282478048449e-06,349.717
3497.22,4.3968441540542e-06,349.722
3497.27,1.70876169175735e-05,349.727
3497.32,2.53314346393734e-05,349.732
3497.37,2.99302186339606e-05,349.737
3497.42,3.2672535926619e-05,349.742
3497.47,3.18183608136058e-05,349.747
3497.52,2.76717953330523e-05,349.752
3497.57,1.82307890923769e-05,349.757
3497.62,5.42016099295922e-06,349.762
3497.67,-7.32881045458573e-06,349.767
3497.72,-1.94941969683545e-05,349.772
3497.77,-2.9028500098895e-05,349.777
3497.82,-3.54886507951424e-05,349.782
3497.87,-3.61422883848974e-05,349.787
3497.92,-2.90683914665722e-05,349.792
3497.97,-1.23227206946454e-05,349.797
3498.02,8.87494719634993e-06,349.802
3498.07,3.22380513842164e-05,349.807
3498.12,5.95353234044572e-05,349.812
3498.17,9.02351283889428e-05,349.817
3498.22,0.000123420065566024,349.822
3498.27,0.000155257748935648,349.827
3498.32,0.000181998931397319,349.832
3498.37,0.000202596436022113,349.837
3498.42,0.00021737485311188,349.842
3498.47,0.00022560146489855,349.847
3498.52,0.000219472733179576,349.852
3498.57,0.000187000940620953,349.857
3498.62,0.000132625764422333,349.862
3498.67,6.63737809292905e-05,349.867
3498.72,-5.11320957142231e-06,349.872
3498.77,-7.89009501972082e-05,349.877
3498.82,-0.000148540184920173,349.882
3498.87,-0.000202984712895815,349.887
3498.92,-0.000233712678335378,349.892
3498.97,-0.000236782199263076,349.897
3499.02,-0.000223162813342677,349.902
3499.07,-0.000204081435758095,349.907
3499.12,-0.000183047808782768,349.912
